Promedio_Notas,Asistencia_Pct,Tareas_Entregadas_Pct,Nivel_Participacion,Faltas_Disciplinarias,Nivel_Riesgo
8.6,83.7,100.0,Media,0,Sin riesgo
5.5,69.0,84.4,Baja,0,Alto riesgo
4.4,71.0,88.5,Media,0,Alto riesgo
7.2,84.3,82.6,Baja,0,Medio riesgo
3.9,65.0,63.1,Alta,1,Alto riesgo
,71.8,70.2,Media,0,Sin riesgo
9.3,94.7,92.6,Desconocido_X99,0,Sin riesgo
5.0,64.6,74.0,Media,0,Alto riesgo
5.8,71.0,67.6,Baja,2,Alto riesgo
9.8,88.6,90.8,Media,1,Sin riesgo
8.4,49.2,39.2,Media,1,Alto riesgo
7.3,72.1,73.9,Media,1,Medio riesgo
7.9,100.0,99.2,Media,1,Medio riesgo
7.3,85.1,84.9,Baja,0,Medio riesgo
6.0,71.2,91.8,Media,0,Alto riesgo
4.7,58.6,48.9,Media,0,Alto riesgo
6.8,88.4,79.5,Media,0,Medio riesgo
6.0,58.3,66.8,Media,1,Alto riesgo
10.0,94.2,80.8,Media,2,Sin riesgo
10.0,89.7,99.7,Baja,0,Sin riesgo
8.1,62.4,70.1,Alta,0,Alto riesgo
150.0,62.2,63.5,Alta,1,Alto riesgo
9.6,95.6,83.0,Media,1,Sin riesgo
7.6,64.5,81.7,Desconocido_X99,0,Alto riesgo
9.8,77.7,81.3,Media,1,Sin riesgo
10.0,92.2,89.7,Media,0,Sin riesgo
8.0,72.0,73.6,Media,1,Medio riesgo
10.0,98.8,100.0,Alta,1,Sin riesgo
8.4,73.9,71.9,Alta,2,Sin riesgo
7.3,70.1,67.5,Baja,1,Medio riesgo
7.5,83.3,72.5,Media,0,Medio riesgo
10.0,94.7,100.0,Media,0,Sin riesgo
7.1,82.6,100.0,Baja,1,Medio riesgo
6.4,59.0,65.7,Baja,0,Alto riesgo
5.4,-25.0,88.8,Baja,0,Alto riesgo
8.2,83.3,70.3,Baja,0,Sin riesgo
7.7,74.7,60.8,Media,1,Medio riesgo
7.9,82.1,69.7,Media,0,Medio riesgo
6.9,-25.0,63.0,Media,0,Medio riesgo
7.2,87.2,98.5,Alta,0,Medio riesgo
7.5,85.2,87.5,Media,0,Medio riesgo
5.5,66.7,74.5,Media,0,Alto riesgo
9.6,80.2,95.1,Baja,1,Sin riesgo
7.8,75.5,79.1,Media,0,Medio riesgo
7.0,72.1,69.4,Media,0,Medio riesgo
10.0,82.6,86.3,Media,1,Sin riesgo
9.3,98.0,100.0,Desconocido_X99,0,Sin riesgo
9.1,100.0,83.2,Alta,1,Sin riesgo
5.6,62.8,72.8,Media,1,Alto riesgo
7.0,75.8,73.5,Media,1,Medio riesgo
7.7,79.4,87.7,Media,0,Medio riesgo
4.8,56.1,52.2,Alta,0,Alto riesgo
9.4,78.6,76.5,Alta,0,Sin riesgo
7.0,63.5,56.5,Media,0,Alto riesgo
,61.7,70.6,Baja,0,Alto riesgo
5.2,47.2,43.3,Alta,1,Alto riesgo
10.0,87.1,92.8,Media,0,Sin riesgo
6.5,85.6,93.5,Alta,0,Medio riesgo
10.0,92.9,98.1,Media,0,Sin riesgo
7.4,69.7,76.7,Baja,0,Alto riesgo
6.5,-25.0,69.0,Alta,0,Alto riesgo
6.8,98.8,97.1,Media,1,Medio riesgo
4.4,60.3,54.8,Alta,0,Alto riesgo
8.8,87.1,90.8,Media,0,Sin riesgo
10.0,86.7,76.1,Alta,0,Sin riesgo
10.0,-25.0,100.0,Media,1,Sin riesgo
9.6,75.0,80.4,Baja,2,Sin riesgo
5.4,52.7,52.5,Media,1,Alto riesgo
7.5,84.1,81.2,Media,1,Medio riesgo
7.4,62.2,62.9,Baja,0,Alto riesgo
9.6,87.3,92.5,Baja,0,Sin riesgo
4.3,57.7,58.6,Media,0,Alto riesgo
6.0,83.3,77.1,Baja,0,Alto riesgo
10.0,100.0,100.0,Media,2,Sin riesgo
9.3,97.3,79.0,Alta,1,Sin riesgo
5.7,75.6,68.0,Baja,0,Alto riesgo
10.0,92.7,100.0,Media,0,Sin riesgo
10.0,87.9,99.9,Media,0,Sin riesgo
9.0,72.5,45.9,Baja,0,Sin riesgo
7.7,83.6,82.7,Alta,0,Medio riesgo
4.1,76.3,70.0,Baja,1,Alto riesgo
9.7,90.7,93.4,Media,0,Sin riesgo
10.0,89.2,100.0,Media,0,Sin riesgo
7.6,73.8,80.6,Alta,0,Medio riesgo
7.0,70.4,77.4,Media,0,Medio riesgo
,68.9,58.9,Media,1,Alto riesgo
6.5,85.3,86.0,Media,0,Medio riesgo
10.0,85.7,88.2,Baja,0,Sin riesgo
9.7,93.1,71.9,Alta,0,Sin riesgo
5.4,-25.0,76.3,Baja,1,Alto riesgo
7.9,85.2,87.3,Media,0,Medio riesgo
8.7,62.5,56.3,Media,0,Alto riesgo
8.4,96.1,100.0,Baja,0,Sin riesgo
7.3,67.1,53.1,Alta,0,Alto riesgo
10.0,100.0,98.4,Baja,0,Sin riesgo
150.0,100.0,100.0,Media,1,Medio riesgo
6.0,80.5,84.6,Baja,1,Medio riesgo
9.9,-25.0,100.0,Baja,0,Sin riesgo
4.6,57.4,44.8,Media,0,Alto riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
9.2,94.4,84.0,Media,0,Sin riesgo
8.2,-25.0,92.3,Alta,0,Sin riesgo
6.2,70.5,54.5,Baja,0,Medio riesgo
9.7,97.0,96.7,Media,1,Sin riesgo
,70.9,85.1,Baja,1,Medio riesgo
4.7,57.7,66.7,Baja,0,Alto riesgo
,76.6,74.7,Media,1,Sin riesgo
6.6,63.2,45.9,Media,0,Alto riesgo
8.9,78.7,86.2,Media,1,Sin riesgo
150.0,53.7,46.2,Media,1,Alto riesgo
7.9,78.1,92.7,Media,0,Medio riesgo
,93.6,89.3,Alta,0,Sin riesgo
9.1,99.8,97.6,Media,0,Sin riesgo
8.4,97.9,100.0,Media,1,Sin riesgo
10.0,95.5,100.0,Media,0,Sin riesgo
10.0,88.4,70.2,Media,0,Sin riesgo
8.9,100.0,100.0,Alta,1,Sin riesgo
5.3,65.3,,Baja,0,Alto riesgo
6.6,85.5,100.0,Alta,0,Medio riesgo
8.8,-25.0,97.2,Alta,1,Sin riesgo
8.6,74.1,63.9,Alta,1,Sin riesgo
8.9,84.3,91.6,Alta,2,Sin riesgo
7.3,70.8,73.6,Baja,0,Medio riesgo
9.5,89.5,87.1,Media,0,Sin riesgo
7.3,80.6,63.9,Baja,0,Medio riesgo
9.4,85.3,100.0,Media,0,Sin riesgo
7.8,80.8,79.5,Media,0,Medio riesgo
6.8,92.1,100.0,Alta,0,Medio riesgo
3.7,68.8,62.7,Media,0,Alto riesgo
4.1,68.0,59.6,Media,1,Alto riesgo
,71.2,74.5,Media,1,Medio riesgo
9.7,95.0,98.4,Media,2,Sin riesgo
9.7,88.9,80.9,Baja,0,Sin riesgo
7.1,59.2,44.3,Baja,0,Alto riesgo
9.6,83.8,76.9,Alta,1,Sin riesgo
5.2,67.0,60.8,Media,3,Alto riesgo
8.5,84.3,84.6,Alta,1,Sin riesgo
7.1,73.7,74.4,Alta,1,Medio riesgo
8.5,87.2,74.9,Media,0,Sin riesgo
8.3,75.6,82.8,Desconocido_X99,0,Sin riesgo
6.1,72.3,64.6,Alta,0,Medio riesgo
10.0,89.8,100.0,Media,0,Sin riesgo
7.8,73.7,90.7,Media,1,Medio riesgo
7.7,90.2,100.0,Alta,2,Medio riesgo
7.3,79.9,68.4,Media,3,Medio riesgo
7.7,89.6,90.3,Media,0,Medio riesgo
4.5,58.9,66.4,Media,0,Alto riesgo
10.0,98.0,88.6,Baja,1,Sin riesgo
8.2,87.0,97.1,Alta,0,Sin riesgo
150.0,93.2,100.0,Media,0,Sin riesgo
8.2,97.2,100.0,Media,0,Sin riesgo
7.7,84.6,100.0,Alta,0,Medio riesgo
7.8,73.4,88.5,Baja,1,Medio riesgo
10.0,97.2,89.6,Baja,0,Sin riesgo
10.0,-25.0,86.9,Baja,0,Sin riesgo
10.0,61.9,45.9,Alta,1,Alto riesgo
6.0,71.2,66.3,Baja,0,Medio riesgo
8.0,67.7,56.6,Baja,1,Alto riesgo
6.9,83.3,86.3,Media,0,Medio riesgo
7.7,76.1,91.1,Alta,1,Medio riesgo
7.3,81.1,86.9,Media,1,Medio riesgo
6.3,-25.0,56.5,Alta,0,Medio riesgo
5.3,64.4,66.3,Media,0,Alto riesgo
6.3,61.5,67.8,Media,0,Alto riesgo
150.0,86.7,93.3,Alta,2,Sin riesgo
9.4,88.9,82.8,Baja,1,Sin riesgo
8.9,78.7,71.8,Media,0,Sin riesgo
150.0,86.4,88.7,Media,1,Medio riesgo
10.0,-25.0,75.7,Baja,0,Sin riesgo
7.6,90.0,98.5,Baja,0,Medio riesgo
7.5,64.6,81.0,Media,0,Alto riesgo
8.1,96.3,85.6,Media,2,Sin riesgo
8.5,100.0,100.0,Media,0,Sin riesgo
,82.5,89.7,Media,0,Sin riesgo
9.2,90.9,96.6,Alta,1,Sin riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
9.6,48.2,44.1,Media,1,Alto riesgo
8.8,91.4,100.0,Media,0,Sin riesgo
5.3,90.2,81.2,Media,0,Alto riesgo
6.7,74.4,87.6,Media,0,Medio riesgo
7.0,82.6,86.5,Alta,0,Medio riesgo
5.4,73.2,73.2,Alta,0,Alto riesgo
10.0,100.0,85.3,Media,0,Sin riesgo
9.6,-25.0,88.9,Alta,1,Sin riesgo
8.6,62.7,55.0,Baja,1,Alto riesgo
10.0,95.4,98.3,Baja,0,Sin riesgo
10.0,94.9,91.8,Media,0,Sin riesgo
10.0,100.0,,Baja,1,Sin riesgo
4.7,67.5,56.4,Media,0,Alto riesgo
10.0,100.0,95.8,Media,0,Sin riesgo
10.0,100.0,93.9,Media,0,Sin riesgo
10.0,90.1,100.0,Media,0,Sin riesgo
10.0,96.3,98.9,Media,2,Sin riesgo
9.0,75.2,78.5,Baja,0,Sin riesgo
5.7,86.3,96.7,Alta,0,Alto riesgo
7.4,67.9,78.5,Desconocido_X99,0,Alto riesgo
10.0,85.0,87.7,Media,0,Sin riesgo
8.8,78.7,100.0,Desconocido_X99,0,Sin riesgo
7.5,62.0,62.3,Media,1,Alto riesgo
5.3,78.4,86.5,Alta,0,Alto riesgo
9.7,72.5,,Media,0,Sin riesgo
5.8,52.5,47.2,Media,0,Alto riesgo
,95.9,91.3,Alta,1,Sin riesgo
9.7,78.9,68.1,Media,2,Sin riesgo
3.9,-25.0,52.0,Alta,0,Alto riesgo
10.0,94.4,77.5,Baja,0,Sin riesgo
6.3,69.3,54.2,Desconocido_X99,1,Alto riesgo
6.9,83.4,68.9,Baja,0,Medio riesgo
8.9,83.8,89.7,Alta,0,Sin riesgo
2.8,69.9,79.8,Media,0,Alto riesgo
,72.0,52.4,Alta,1,Sin riesgo
7.6,78.5,68.8,Baja,0,Medio riesgo
6.0,63.5,61.5,Baja,1,Alto riesgo
7.2,61.7,65.9,Desconocido_X99,0,Alto riesgo
8.2,86.8,80.3,Media,0,Sin riesgo
8.8,89.8,75.4,Alta,0,Sin riesgo
10.0,100.0,81.5,Baja,0,Sin riesgo
8.6,84.9,80.3,Media,1,Sin riesgo
6.6,55.4,53.4,Media,1,Alto riesgo
7.4,76.2,84.2,Media,1,Medio riesgo
9.5,83.4,71.1,Media,0,Sin riesgo
8.4,99.0,100.0,Media,1,Sin riesgo
10.0,96.0,88.6,Baja,0,Sin riesgo
8.3,93.1,87.3,Baja,1,Sin riesgo
9.3,91.8,100.0,Media,0,Sin riesgo
6.3,-25.0,62.5,Alta,0,Medio riesgo
7.0,74.7,73.1,Desconocido_X99,1,Medio riesgo
7.0,69.5,62.0,Baja,0,Alto riesgo
8.2,72.9,56.4,Baja,0,Sin riesgo
4.7,71.5,66.3,Baja,0,Alto riesgo
10.0,99.9,100.0,Alta,0,Sin riesgo
8.7,75.1,85.7,Media,0,Sin riesgo
7.5,68.5,61.1,Alta,0,Alto riesgo
2.3,42.4,,Alta,3,Alto riesgo
6.0,54.8,57.5,Alta,0,Alto riesgo
4.9,61.2,81.0,Media,0,Alto riesgo
9.1,79.1,81.0,Media,0,Sin riesgo
4.9,66.8,83.0,Media,1,Alto riesgo
,58.4,57.8,Media,0,Alto riesgo
10.0,97.2,91.1,Baja,0,Sin riesgo
8.1,-25.0,82.3,Media,0,Sin riesgo
8.3,77.3,61.6,Alta,1,Sin riesgo
8.9,92.3,91.1,Media,0,Sin riesgo
5.7,67.3,55.2,Baja,0,Alto riesgo
7.2,71.0,78.4,Alta,0,Medio riesgo
,99.0,100.0,Alta,0,Sin riesgo
5.1,65.0,53.0,Media,0,Alto riesgo
4.2,57.3,44.2,Alta,1,Alto riesgo
5.5,67.5,73.9,Alta,1,Alto riesgo
9.1,91.5,87.1,Media,0,Sin riesgo
8.5,87.5,77.8,Alta,1,Sin riesgo
10.0,82.7,80.6,Media,0,Sin riesgo
5.9,57.6,60.7,Media,0,Alto riesgo
7.4,60.2,55.5,Baja,0,Alto riesgo
10.0,100.0,97.7,Media,1,Sin riesgo
150.0,62.2,52.5,Media,0,Alto riesgo
10.0,95.5,90.2,Alta,0,Sin riesgo
4.6,55.8,44.7,Baja,0,Alto riesgo
9.5,96.2,100.0,Media,2,Sin riesgo
7.7,87.2,78.6,Baja,0,Medio riesgo
6.1,76.0,76.0,Media,0,Medio riesgo
6.3,80.4,82.5,Alta,0,Medio riesgo
7.3,70.9,64.2,Media,2,Medio riesgo
5.9,51.0,67.8,Alta,1,Alto riesgo
7.3,-25.0,58.2,Media,0,Alto riesgo
6.4,-25.0,60.0,Media,0,Alto riesgo
10.0,100.0,100.0,Baja,0,Sin riesgo
10.0,94.7,92.9,Media,0,Sin riesgo
,92.6,89.8,Media,0,Sin riesgo
8.9,69.4,,Media,0,Alto riesgo
4.9,70.0,79.6,Alta,3,Alto riesgo
6.3,71.6,84.2,Media,1,Medio riesgo
,51.8,61.2,Alta,0,Alto riesgo
6.0,60.1,57.5,Alta,0,Alto riesgo
8.3,86.1,88.3,Media,0,Sin riesgo
10.0,81.6,86.6,Alta,1,Sin riesgo
10.0,72.7,63.2,Alta,0,Sin riesgo
3.2,62.9,71.6,Baja,0,Alto riesgo
9.6,76.2,90.1,Baja,2,Sin riesgo
7.8,90.5,93.9,Media,1,Medio riesgo
6.7,73.0,61.4,Baja,1,Medio riesgo
10.0,100.0,94.6,Media,1,Sin riesgo
7.4,52.3,29.4,Baja,0,Alto riesgo
8.7,92.5,84.9,Alta,1,Sin riesgo
9.1,-25.0,66.2,Alta,1,Sin riesgo
6.8,64.3,65.4,Alta,0,Alto riesgo
,62.4,67.9,Media,0,Alto riesgo
7.6,87.7,82.5,Alta,0,Medio riesgo
7.4,80.9,82.3,Alta,1,Medio riesgo
8.9,73.5,86.8,Media,0,Sin riesgo
6.2,47.2,43.0,Baja,0,Alto riesgo
8.2,70.1,64.2,Baja,0,Sin riesgo
5.3,70.8,57.9,Media,0,Alto riesgo
9.0,69.8,67.9,Alta,0,Alto riesgo
7.5,64.2,66.4,Media,0,Alto riesgo
10.0,91.7,95.9,Alta,0,Sin riesgo
7.5,71.6,56.5,Alta,0,Medio riesgo
8.5,60.0,66.5,Media,0,Alto riesgo
10.0,99.6,100.0,Media,1,Sin riesgo
8.1,72.8,77.1,Media,0,Sin riesgo
9.6,99.2,98.5,Media,0,Sin riesgo
3.6,52.9,52.8,Media,0,Alto riesgo
,64.2,63.6,Baja,0,Alto riesgo
9.6,81.6,97.9,Media,0,Sin riesgo
8.7,70.7,94.7,Media,1,Sin riesgo
5.6,61.9,53.6,Baja,2,Alto riesgo
8.2,69.0,76.0,Baja,0,Alto riesgo
8.1,64.0,66.7,Media,0,Alto riesgo
9.5,85.5,77.2,Media,0,Sin riesgo
,76.5,95.5,Media,0,Medio riesgo
8.8,74.6,81.2,Alta,2,Sin riesgo
9.0,90.5,88.9,Alta,0,Sin riesgo
7.0,69.8,50.4,Media,0,Alto riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
10.0,99.7,100.0,Media,0,Sin riesgo
10.0,98.3,93.6,Media,0,Sin riesgo
4.6,41.1,34.9,Alta,1,Alto riesgo
8.3,93.9,96.3,Baja,0,Sin riesgo
9.5,81.5,78.5,Alta,0,Sin riesgo
7.2,79.9,74.8,Media,0,Medio riesgo
9.5,87.6,100.0,Baja,0,Sin riesgo
4.3,73.2,74.8,Media,0,Alto riesgo
8.7,78.9,86.0,Media,0,Sin riesgo
6.0,51.4,52.9,Baja,1,Alto riesgo
7.6,74.3,70.1,Desconocido_X99,0,Medio riesgo
6.4,60.0,45.7,Baja,0,Alto riesgo
2.7,76.8,66.7,Desconocido_X99,1,Alto riesgo
6.2,81.2,83.1,Alta,1,Medio riesgo
6.4,62.8,52.7,Baja,0,Alto riesgo
8.9,70.9,72.1,Media,2,Sin riesgo
6.1,69.5,88.0,Media,0,Alto riesgo
8.5,91.6,89.9,Baja,1,Sin riesgo
6.9,62.4,66.5,Baja,0,Alto riesgo
8.5,93.1,72.7,Alta,2,Sin riesgo
9.2,76.8,91.0,Baja,0,Sin riesgo
9.0,85.6,88.6,Media,0,Sin riesgo
8.9,100.0,97.5,Media,0,Sin riesgo
10.0,92.2,93.6,Media,0,Sin riesgo
8.5,72.0,62.5,Media,1,Sin riesgo
9.3,75.6,84.6,Media,0,Sin riesgo
8.0,87.7,72.6,Baja,0,Sin riesgo
9.1,85.8,86.8,Alta,0,Sin riesgo
6.5,87.7,92.8,Media,0,Medio riesgo
8.0,81.8,91.4,Desconocido_X99,0,Sin riesgo
8.6,89.1,94.9,Desconocido_X99,2,Sin riesgo
,77.6,75.2,Media,0,Sin riesgo
,76.4,80.8,Baja,0,Sin riesgo
8.1,75.0,71.1,Alta,1,Sin riesgo
7.8,72.3,76.0,Baja,1,Medio riesgo
5.5,65.6,62.8,Alta,0,Alto riesgo
150.0,98.1,90.4,Media,0,Sin riesgo
8.1,72.9,76.3,Media,0,Sin riesgo
5.8,74.3,80.1,Alta,0,Alto riesgo
8.8,75.6,48.5,Media,1,Sin riesgo
6.5,71.7,81.3,Media,0,Medio riesgo
6.4,71.7,69.3,Baja,2,Medio riesgo
6.8,52.6,45.0,Alta,0,Alto riesgo
8.8,83.7,92.3,Media,1,Sin riesgo
5.4,56.6,48.8,Baja,1,Alto riesgo
7.7,67.3,60.9,Media,1,Alto riesgo
5.9,74.5,86.4,Desconocido_X99,0,Alto riesgo
9.9,-25.0,85.3,Media,0,Sin riesgo
9.9,74.0,78.0,Media,0,Sin riesgo
7.8,96.1,95.6,Baja,1,Medio riesgo
8.5,56.0,58.9,Media,0,Alto riesgo
7.2,63.9,68.5,Media,0,Alto riesgo
9.2,66.2,83.9,Alta,0,Alto riesgo
150.0,62.1,57.9,Alta,0,Alto riesgo
3.5,73.6,78.0,Alta,0,Alto riesgo
4.6,76.6,78.1,Alta,0,Alto riesgo
,73.4,61.1,Media,0,Medio riesgo
4.4,49.7,54.5,Media,0,Alto riesgo
8.5,95.2,86.6,Baja,0,Sin riesgo
7.9,91.0,93.6,Media,2,Medio riesgo
5.6,-25.0,46.3,Alta,0,Alto riesgo
9.7,84.9,100.0,Media,0,Sin riesgo
7.2,73.5,52.4,Media,0,Medio riesgo
8.2,80.3,81.1,Alta,0,Sin riesgo
7.6,57.1,36.5,Media,1,Alto riesgo
6.4,85.2,96.7,Alta,1,Medio riesgo
7.9,78.6,81.9,Media,0,Medio riesgo
150.0,93.6,93.2,Media,1,Sin riesgo
9.1,87.4,100.0,Media,1,Sin riesgo
8.8,88.1,86.7,Alta,0,Sin riesgo
4.4,47.5,57.3,Baja,0,Alto riesgo
9.3,100.0,93.9,Media,1,Sin riesgo
150.0,100.0,86.3,Baja,0,Sin riesgo
5.5,65.0,74.3,Media,1,Alto riesgo
8.4,88.4,84.4,Alta,1,Sin riesgo
150.0,70.8,76.6,Media,0,Sin riesgo
9.5,100.0,100.0,Baja,1,Sin riesgo
7.7,71.1,63.1,Alta,0,Medio riesgo
9.4,77.0,,Media,0,Sin riesgo
6.8,83.0,94.8,Alta,2,Medio riesgo
6.2,69.1,64.0,Alta,0,Alto riesgo
10.0,93.9,100.0,Media,0,Sin riesgo
5.8,72.2,69.9,Alta,3,Alto riesgo
9.8,69.1,,Alta,0,Alto riesgo
6.2,67.3,,Baja,1,Alto riesgo
7.6,74.8,79.3,Alta,0,Medio riesgo
150.0,77.9,78.9,Baja,0,Sin riesgo
9.3,-25.0,89.7,Baja,1,Sin riesgo
8.2,94.5,84.0,Alta,0,Sin riesgo
8.2,91.1,98.2,Alta,0,Sin riesgo
9.1,79.2,97.9,Alta,0,Sin riesgo
9.0,78.6,79.9,Media,0,Sin riesgo
7.3,85.0,76.3,Media,1,Medio riesgo
6.1,67.9,81.6,Media,0,Alto riesgo
6.0,74.2,65.7,Alta,2,Alto riesgo
7.2,64.5,76.7,Media,1,Alto riesgo
9.6,94.0,100.0,Desconocido_X99,0,Sin riesgo
8.7,100.0,91.9,Baja,0,Sin riesgo
9.3,90.8,92.8,Desconocido_X99,0,Sin riesgo
10.0,92.0,86.0,Media,0,Sin riesgo
8.0,86.2,81.7,Media,2,Medio riesgo
7.7,71.1,70.8,Desconocido_X99,1,Medio riesgo
150.0,80.2,71.5,Media,0,Sin riesgo
6.3,62.9,52.2,Alta,0,Alto riesgo
9.1,89.8,89.2,Media,2,Sin riesgo
7.1,78.9,77.8,Baja,1,Medio riesgo
9.7,88.7,82.5,Baja,0,Sin riesgo
150.0,65.5,71.1,Alta,0,Alto riesgo
10.0,-25.0,80.9,Media,0,Sin riesgo
7.0,74.3,82.2,Alta,0,Medio riesgo
6.3,58.2,60.1,Alta,0,Alto riesgo
10.0,88.0,99.2,Alta,0,Sin riesgo
10.0,85.4,98.3,Baja,0,Sin riesgo
10.0,85.0,93.3,Media,0,Sin riesgo
9.1,84.0,77.0,Media,0,Sin riesgo
6.3,-25.0,71.8,Alta,1,Medio riesgo
7.3,84.2,92.7,Media,1,Medio riesgo
8.2,93.0,100.0,Alta,0,Sin riesgo
8.5,83.2,86.5,Media,1,Sin riesgo
8.8,81.8,94.1,Media,1,Sin riesgo
3.6,48.1,56.3,Desconocido_X99,1,Alto riesgo
8.7,91.6,94.1,Alta,0,Sin riesgo
6.3,55.0,63.7,Desconocido_X99,1,Alto riesgo
7.2,75.4,73.4,Alta,0,Medio riesgo
6.1,85.8,100.0,Alta,0,Medio riesgo
7.7,76.8,82.3,Desconocido_X99,2,Medio riesgo
10.0,75.9,58.2,Media,1,Sin riesgo
5.0,78.1,79.1,Baja,0,Alto riesgo
6.5,100.0,100.0,Alta,0,Medio riesgo
7.6,78.3,80.1,Alta,0,Medio riesgo
8.2,83.7,93.6,Media,0,Sin riesgo
6.0,80.5,79.0,Alta,0,Medio riesgo
8.0,74.1,62.5,Media,1,Sin riesgo
8.3,80.9,77.6,Media,1,Sin riesgo
10.0,93.9,90.6,Media,0,Sin riesgo
150.0,77.7,54.3,Media,1,Alto riesgo
7.9,76.3,50.0,Media,2,Medio riesgo
9.9,91.8,94.2,Media,0,Sin riesgo
8.6,86.4,100.0,Baja,0,Sin riesgo
7.0,79.7,69.7,Alta,0,Medio riesgo
9.5,92.3,87.7,Baja,1,Sin riesgo
10.0,100.0,100.0,Alta,1,Sin riesgo
9.7,66.9,63.3,Alta,0,Alto riesgo
6.4,62.3,59.7,Media,0,Alto riesgo
8.5,85.5,85.7,Baja,1,Sin riesgo
8.7,95.4,84.0,Media,0,Sin riesgo
6.2,62.6,62.4,Media,2,Alto riesgo
7.1,83.0,64.4,Baja,0,Medio riesgo
8.1,76.8,92.5,Baja,1,Sin riesgo
9.8,-25.0,80.9,Media,0,Sin riesgo
4.4,61.8,54.4,Baja,1,Alto riesgo
9.3,77.2,72.8,Alta,1,Sin riesgo
,100.0,95.8,Baja,1,Sin riesgo
5.0,57.8,46.4,Media,2,Alto riesgo
10.0,100.0,100.0,Media,2,Sin riesgo
6.9,70.8,65.1,Media,1,Medio riesgo
7.6,52.6,59.0,Media,1,Alto riesgo
10.0,93.7,94.9,Alta,0,Sin riesgo
10.0,83.9,74.8,Alta,0,Sin riesgo
8.3,63.9,69.4,Media,0,Alto riesgo
7.2,69.5,71.8,Media,0,Alto riesgo
9.7,100.0,81.1,Alta,1,Sin riesgo
9.5,88.4,71.8,Baja,0,Sin riesgo
6.2,60.3,52.1,Media,3,Alto riesgo
8.2,76.3,68.2,Alta,0,Sin riesgo
7.2,58.4,66.3,Alta,1,Alto riesgo
7.4,71.8,75.5,Desconocido_X99,0,Medio riesgo
8.7,79.1,78.3,Media,0,Sin riesgo
4.1,59.9,71.0,Alta,0,Alto riesgo
150.0,92.5,100.0,Media,0,Sin riesgo
7.9,72.8,82.0,Alta,0,Medio riesgo
8.7,88.8,87.3,Media,0,Sin riesgo
6.4,60.4,50.6,Media,1,Alto riesgo
8.9,76.4,80.3,Media,0,Sin riesgo
9.8,83.8,82.5,Media,0,Sin riesgo
7.8,71.9,70.6,Baja,0,Medio riesgo
8.3,-25.0,89.0,Baja,1,Sin riesgo
5.7,84.1,81.9,Alta,0,Alto riesgo
8.7,87.9,100.0,Alta,0,Sin riesgo
6.4,80.6,87.0,Media,0,Medio riesgo
7.6,92.6,100.0,Media,0,Medio riesgo
9.3,73.4,82.2,Media,0,Sin riesgo
7.2,66.8,61.8,Baja,1,Alto riesgo
,72.7,57.7,Alta,0,Sin riesgo
5.8,60.8,54.6,Baja,2,Alto riesgo
10.0,92.5,96.1,Media,0,Sin riesgo
8.7,100.0,100.0,Baja,2,Sin riesgo
10.0,88.3,74.1,Media,1,Sin riesgo
8.5,87.4,89.3,Baja,2,Sin riesgo
7.6,78.2,94.1,Media,0,Medio riesgo
8.2,78.9,61.6,Media,0,Sin riesgo
4.7,70.4,73.1,Baja,1,Alto riesgo
8.0,65.2,72.5,Alta,2,Alto riesgo
,77.1,82.9,Alta,0,Sin riesgo
7.2,97.4,99.4,Media,0,Medio riesgo
9.9,86.0,100.0,Desconocido_X99,0,Sin riesgo
9.8,72.2,65.1,Media,1,Sin riesgo
9.0,77.8,65.2,Desconocido_X99,1,Sin riesgo
9.0,89.9,78.7,Media,0,Sin riesgo
10.0,91.0,98.7,Media,0,Sin riesgo
7.0,71.1,62.4,Alta,0,Medio riesgo
6.8,56.2,43.0,Media,0,Alto riesgo
10.0,86.7,72.0,Alta,2,Sin riesgo
3.6,49.6,31.8,Alta,0,Alto riesgo
7.2,91.9,100.0,Media,0,Medio riesgo
150.0,97.5,95.1,Alta,0,Sin riesgo
7.2,86.6,98.1,Media,0,Medio riesgo
9.6,82.4,100.0,Media,0,Sin riesgo
6.4,58.1,67.0,Media,0,Alto riesgo
7.4,64.3,70.2,Alta,0,Alto riesgo
5.5,73.7,62.1,Media,0,Alto riesgo
4.9,72.0,90.3,Media,0,Alto riesgo
10.0,86.5,78.7,Alta,0,Sin riesgo
10.0,86.4,81.2,Desconocido_X99,0,Sin riesgo
8.6,99.8,100.0,Baja,2,Sin riesgo
10.0,97.6,98.5,Alta,0,Sin riesgo
10.0,94.4,97.2,Media,1,Sin riesgo
10.0,100.0,100.0,Alta,1,Sin riesgo
4.2,65.4,64.4,Baja,1,Alto riesgo
6.4,99.6,100.0,Media,1,Medio riesgo
6.7,86.4,81.1,Media,0,Medio riesgo
,81.0,70.0,Media,0,Medio riesgo
8.6,95.7,79.9,Alta,1,Sin riesgo
9.8,94.4,100.0,Media,0,Sin riesgo
6.4,76.0,86.3,Alta,0,Medio riesgo
10.0,96.4,71.9,Baja,1,Sin riesgo
6.7,94.3,76.3,Desconocido_X99,3,Medio riesgo
8.9,99.3,100.0,Alta,0,Sin riesgo
8.9,56.0,50.3,Media,0,Alto riesgo
